OBJECTID,Point of Origin Jurisdictional Unit Identifier,Point of Origin Protecting Unit Identifier,Reported Unit Identifier,Fire Incident Number,Fire Code,Incident Name,Fire Discovered Calendar Year,Fire Discovered Date,Fire Discovered Date Estimated Flag,Fire Control Date,Fire Control Date Estimated Flag,Incident General Cause Name,Collection Method,Total Reported Acres,GIS Acres,Complex Name,Irwin Identifier,Wildland Fire Perimeter Comments,Administrative Unit Code,Administrative State Code,GlobalID,Created Date,Created By Name,Modified Date,Modify By Name,created_user,created_date,last_edited_user,last_edited_date,Original_GlobalID,Unique Fire Identifier,Shape__Area,Shape__Length
166501,Unknown,USNVCCD,USNVCCD,0,J744,Park,1996,11/13/1996 12:00:00 AM,NO,11/13/1996 12:00:00 AM,NO,Human,Unknown,80,49.09653919,,,added by DWELTY from corporate data,CAC01000,CA,35e8d527-021e-42c4-9832-ece056271415,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{4B5ECDA4-463D-4212-B5A1-F5B791936844},1996-NVCCD-000000,2.05459086828341E-05,0.0378878373346703
166629,USNVCCD,USNVCCD,USNVCCD,2586,DG3G,Petersen 7,2007,5/30/2007 12:00:00 AM,NO,6/1/2007 12:00:00 AM,NO,Natural,GPS-Flight,106,105.4036564,,,,NVC00000,CA,3aae94dc-65e5-4bd3-9573-b540c786eb05,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{C8DD5ED2-63E0-4ED9-B8EB-8CC6426304E5},2007-NVCCD-002586,4.47735778834613E-05,0.026355077220507
166631,USCANOD,USNVCCD,USCANOD,2634,DG53,Honey 1,2007,6/2/2007 12:00:00 AM,NO,6/5/2007 12:00:00 AM,NO,Natural,GPS-Walked,234,234.65085233,,,,CAN01000,CA,84c2f959-0920-4d58-9806-f2a0dbbd33dd,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{91127493-F663-4053-B5BB-5C44CB63176C},2007-CANOD-002634,0.000100237278729765,0.104508105664414
166657,USNVCCD,USNVCCD,USCANOD,3740,BA9S,Ccd Border,2004,8/11/2004 12:00:00 AM,NO,8/15/2004 12:00:00 AM,NO,Natural,GPS-Flight,350,350.87418403,,,,NVC00000,CA,fc4e86be-69e2-456c-b375-649c1bbcd9d5,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{5D981708-69C4-4B53-9905-84882681D00E},2004-CANOD-003740,0.000148991936839593,0.0509197250969608
166673,USCANOD,USNVCCD,USCANOD,0,D714,Ccd Turtle,2003,6/11/2003 12:00:00 AM,NO,6/12/2003 12:00:00 AM,NO,Natural,Unknown,100,94.90366097,,,,CAN01000,CA,b43d106b-5b77-4510-aee9-79fcbcd9e4fe,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{506129A6-4D08-499A-BC3D-97027DFC5517},2003-CANOD-000000,4.05148402933264E-05,0.045681792751142
166680,USCATNF,USNVCCD,USCANOD,0,U581,Tnf Chil,2003,7/20/2003 12:00:00 AM,NO,7/24/2003 12:00:00 AM,NO,Natural,Unknown,1000,5427.63074707,Chilcoot,,,NVC00000,CA,723e0358-ef29-4cae-ab04-465482bacccb,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{F09511B3-D27F-4002-B848-3BAB84C158AC},2003-CANOD-000000,0.00230609841810292,0.30954225748955
166685,USNVCCD,USNVCCD,USNVCCD,0,X866,Silver  2,2002,7/27/2002 12:00:00 AM,NO,8/2/2002 12:00:00 AM,NO,Natural,Unknown,600,543.66573197,,,,NVC00000,CA,5e12b756-fbe7-4b03-adcf-56e16cf4c333,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{33E3D8CF-532A-42ED-997B-4D7AA0136BFC},2002-NVCCD-000000,0.000227376872771856,0.0880555914839822
166717,Unknown,USNVCCD,USNVCCD,0,J808,Cemetery,1999,9/6/1999 12:00:00 AM,NO,9/9/1999 12:00:00 AM,NO,Human,Unknown,2100,3636.05975024,,,,NVC00000,CA,1c1018f5-710f-4295-b4d4-b09caea0592c,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{F445F410-AA98-440C-ACBE-B0EEC167FA2A},1999-NVCCD-000000,0.00154639230822795,0.317339922314911
166789,USNVCCD,USNVCCD,USNVCCD,0,J797,Martin Nec,1988,7/30/1988 12:00:00 AM,NO,8/1/1988 12:00:00 AM,NO,Natural,Unknown,620,578.28725286,,,,NVC00000,CA,bf138fc1-7c0e-4b21-8328-3e0db743b3e4,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{0F714B5A-88F5-447D-ABF9-084FC6C01659},1988-NVCCD-000000,0.000245676859776722,0.0845696878808806
166801,USNVCCD,USNVCCD,USNVCCD,0,J984,Hal Jnct,1985,7/8/1985 12:00:00 AM,NO,7/8/1985 12:00:00 AM,NO,Natural,Unknown,300,389.73928783,,,,NVC00000,CA,773ef957-c078-493a-8022-807b340d6479,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{8629A1E8-B0DC-49FF-BA9F-55262ADE5806},1985-NVCCD-000000,0.000165759448918834,0.05317218012958
166802,USNVCCD,USNVCCD,USNVCCD,0,J985,Hal Jnct 2,1985,7/8/1985 12:00:00 AM,NO,7/11/1985 12:00:00 AM,NO,Natural,Unknown,1800,1854.91419558,,,,NVC00000,CA,6052f72f-bd33-42cc-9477-d35c2ea6985e,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{E71EE303-65B9-4467-9353-3A7D09900969},1985-NVCCD-000000,0.00078838399349479,0.120107808162281
166803,USNVCCD,USNVCCD,USNVCCD,0,J913,Indian Cr2,1985,6/19/1985 12:00:00 AM,NO,6/21/1985 12:00:00 AM,NO,Natural,Unknown,770,740.32605224,,,,NVC00000,CA,1fc3913e-5c9c-491a-a18f-38f6ce23b927,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{4B10793B-B154-4A06-B3BF-86B4764CB290},1985-NVCCD-000000,0.000310233161144424,0.0785183950071058
166806,USNVCCD,USNVCCD,USNVCCD,0,J789,Hal Jct 6,1984,8/26/1984 12:00:00 AM,NO,8/28/1984 12:00:00 AM,NO,Natural,Unknown,1080,1416.30740523,,,,NVC00000,CA,1e0657f2-ffb6-4a90-89c6-4fd03ec71a23,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{2455EC5E-353D-463A-A95C-5BC63F7FB3BF},1984-NVCCD-000000,0.00060255999551373,0.11938517643568
166892,USNVCCD,USNVCCD,USNVCCD,1258,B1DN,Airport,2005,7/21/2005 12:00:00 AM,NO,7/21/2005 12:00:00 AM,NO,Natural,GPS-Walked,10,9.48900654,,,,NVC00000,CA,39e4fc6f-2386-445f-9174-cc89b2011c14,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{1E89DA40-E225-4F35-AE92-1EFDB93E321C},2005-NVCCD-001258,3.97675557906041E-06,0.010551294435417
166905,USNVHTF,USNVHTF,USNVCCD,1138,CR35,Balls Canyon,2006,6/25/2006 12:00:00 AM,NO,12/31/2006 12:00:00 AM,YES,Natural,GPS-Flight,1809,1840.09014026,,,,CAN01000,CA,1deac333-d49c-4006-bb5f-4bb2fd7dee73,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{4115554E-3367-408B-A5E3-AB660E498F43},2006-NVCCD-001138,0.000780895715251972,0.14947343941624
166908,USCANOD,USNVCCD,USCANOD,2914,CY2J,Ccd Doyle,2006,7/15/2006 12:00:00 AM,NO,7/16/2006 12:00:00 AM,NO,Human,GPS-Walked,26,26.56504587,,,,CAN01000,CA,6428cd62-7e71-4c2d-b8a3-9961c6092bdb,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{40863BE2-BC00-4541-80F5-FA9FF0A7197F},2006-CANOD-002914,1.13312121357012E-05,0.0150879519379878
166912,USCADOY,USNVCCD,USCANOD,3051,C0PQ,Ccd Laver,2006,7/22/2006 12:00:00 AM,NO,7/23/2006 12:00:00 AM,NO,Human,GPS-Walked,148,147.68084225,,,,CAN01000,CA,412e35b5-4b12-4ff7-b41d-563465f47cb3,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{45A16A6A-CA47-45F0-B0A7-36236A599D10},2006-CANOD-003051,6.304909084065E-05,0.0442249013983677
166914,USCANOD,USNVCCD,USCANOD,1546,C2WN,Ccd Sage,2006,8/6/2006 12:00:00 AM,NO,8/7/2006 12:00:00 AM,NO,Natural,GPS-Walked,300,240.02807126,,,,CAN01000,CA,47acfbe9-01cb-407f-b376-18fd2789e6f5,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{6E1796D8-9A0B-4964-9704-DA9E2F59D880},2006-CANOD-001546,0.000102377578514279,0.0590654098800832
166926,USCAOVD,USCAOVD,USCACND,557,DG4M,Larson,2007,6/1/2007 12:00:00 AM,NO,6/12/2007 12:00:00 AM,NO,Natural,Unknown,1100,1080.51244168,,,,CAC07000,CA,ce13f7dd-89c2-4abc-b862-6c3d395c7d91,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{29F7B02D-A57C-48AA-97DB-1FE9B20A45A6},2007-CACND-000557,0.000451712593530829,0.123867754890545
166928,USNVHTF,USNVHTF,USNVCCD,2524,DF4C,Highway,2007,5/21/2007 12:00:00 AM,NO,12/31/2007 12:00:00 AM,YES,Human,Unknown,883,842.08496845,,,,CAN01000,CA,89e919d0-5cc4-4770-b0ec-34aba89d24db,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{25D510BC-CC36-49B8-B52A-808B00783861},2007-NVCCD-002524,0.000356351976279257,0.0909998867104355
166930,USNVHTF,USNVHTF,USNVWNA,3297,A5T0,Cole Complex,2004,6/25/2004 12:00:00 AM,NO,12/31/2004 12:00:00 AM,YES,Natural,Unknown,2838,1989.95144472,,,,CAC01000,CA,0890e5c5-e159-4ac8-ba2a-d0b633a7e18f,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{CCFF36DA-817E-49AA-AD12-C9AA574654A8},2004-NVWNA-003297,0.000832469341730757,0.149787654150578
166931,USCAOVD,USCAOVD,USCACND,735,A6DM,Vittori,2004,6/28/2004 12:00:00 AM,NO,7/3/2004 12:00:00 AM,NO,Human,Unknown,900,728.48003257,,,,CAC07000,CA,27876f49-1104-459d-b674-44bd97eb4ce9,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{AF9EB07A-7DB4-4109-9E7B-F7F88C800CBE},2004-CACND-000735,0.000304690378015948,0.0964567321132355
166932,USCACND,USCACND,USCACND,0,U842,Slinkard,2002,7/13/2002 12:00:00 AM,NO,7/18/2002 12:00:00 AM,NO,Natural,Unknown,8600,8283.90750542,,,,CAC01000,CA,51eeff36-39e5-4327-9606-85b2c3249315,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{687C73E1-DB90-4802-A11B-9E6DB02A545F},2002-CACND-000000,0.00346763070774614,0.377452737727275
166933,USNVHTF,USNVHTF,USNVHTF,0,,Pan,2002,12/31/2002 12:00:00 AM,YES,12/31/2002 12:00:00 AM,YES,Unknown,Unknown,506,371.1997825,,,,CAC01000,CA,36439526-6752-44c9-b56b-039e1399dab0,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{6521B32E-FD0C-4ACD-A386-3057E57BA055},2002-NVHTF-000000,0.00015489544148295,0.0702114404273087
166935,USCANOD,USNVCCD,USCANOD,0,Z398,Ccd Turtle,2000,6/29/2000 12:00:00 AM,NO,7/6/2000 12:00:00 AM,NO,Natural,Unknown,1076,1076.45337639,,,,CAN01000,CA,f5b46d9c-dd87-4a47-b73e-e33a58e9dcf7,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{094D4DD5-2B76-4BCC-9B82-3A0842A266D3},2000-CANOD-000000,0.000459717784906388,0.120377204955072
166939,USNVCCD,USNVCCD,USNVCCD,0,J741,Holbrook,1996,10/10/1996 12:00:00 AM,NO,10/14/1996 12:00:00 AM,NO,Human,Unknown,40,156.52971223,,,,CAC01000,CA,d4d4aafd-56b8-4947-88c6-f17fd75d50d0,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{EF0F72BA-4D22-4DEB-9A7E-6F2CFF874122},1996-NVCCD-000000,6.55540452498826E-05,0.0335589122100443
166940,USCANOD,USNVCCD,USCANOD,0,D275,Doyle,1994,6/3/1994 12:00:00 AM,NO,6/5/1994 12:00:00 AM,NO,Human,Unknown,2000,1697.24954955,,,,CAN01000,CA,ae612f5b-f523-49e7-bf6a-26d831afec51,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{047F06BB-A340-490F-986B-F6076C57B982},1994-CANOD-000000,0.000723837226814794,0.142877447464907
166942,USCANOD,USNVCCD,USCANOD,0,D252,Usfs 46,1992,8/29/1992 12:00:00 AM,NO,8/30/1992 12:00:00 AM,NO,Natural,Unknown,480,468.04018118,,,,CAN01000,CA,da84c8a2-7789-47b1-b0c3-e4e9b9dbaeb9,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{A1C4C2BA-5662-44F8-94E4-03DC09F23E33},1992-CANOD-000000,0.000199601710846764,0.0880253888245418
166943,USCANOD,USNVCCD,USCANOD,0,D351,Laver,1986,9/5/1986 12:00:00 AM,NO,9/6/1986 12:00:00 AM,NO,Human,Unknown,125,813.53962401,,,,CAN01000,CA,233d9583-13a8-436f-b507-2811440f0450,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{85263270-5D3C-4952-B328-D7263C9AB705},1986-CANOD-000000,0.000347380420407717,0.0933909425327709
166962,USCANOD,USNVCCD,USNVCCD,3515,FM15,Constantia,2010,7/24/2010 12:00:00 AM,NO,8/12/2010 12:00:00 AM,NO,Natural,GPS-Flight,1369,1368.9674953,,,,CAN01000,CA,e9543ce2-10d2-4b4a-a36a-8b8a9afb1383,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{28AD92D4-C799-4780-A6CC-2116BDD541A7},2010-NVCCD-003515,0.000583249825012899,0.16336533786343
166963,Unknown,USNVCCD,USCANOD,3528,FM16,Ccd Roberts,2010,7/24/2010 12:00:00 AM,NO,7/25/2010 12:00:00 AM,NO,Natural,GPS-Walked,20,182.47773758,,,,NVC00000,CA,69e03f4c-ed5c-4b94-8b0d-eeabf6134da8,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{CA61D048-A5C2-4D3C-8ABB-F7B36D0FB6BD},2010-CANOD-003528,7.75023327150848E-05,0.0484795722001839
166964,USNVCCD,USNVCCD,USNVCCD,784,FN0G,Bug,2010,7/28/2010 12:00:00 AM,NO,7/29/2010 12:00:00 AM,NO,Natural,GPS-Walked,58.4,29.89182786,,,,NVC00000,CA,84239969-654b-4807-b0e4-5bc95ba19b47,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{49F63D69-1DF9-404D-ADB8-6557755F2610},2010-NVCCD-000784,1.26953218568815E-05,0.0428096852972097
166972,USCAHRL,USNVCCD,USCANOD,597,F7KG,Herlong,2011,7/15/2011 12:00:00 AM,NO,7/17/2011 12:00:00 AM,NO,Human,GPS-Walked,325,325.46623919,,,,CAN01000,CA,1ca51f53-3010-47fb-8a98-1ecce0c5ccee,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{1D7B7D3E-6104-43F3-833C-AC58979FC76A},2011-CANOD-000597,0.000139022647090314,0.0784589445202398
166975,USNVCCD,USNVCCD,USNVCCD,640,F8EA,Airport,2011,7/25/2011 12:00:00 AM,NO,7/27/2011 12:00:00 AM,NO,Human,GPS-Walked,81,80.94530353,,,,NVC00000,CA,a770ac5a-4fd9-4ed7-9b6e-58f7f16d92a4,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{AEA1EFA0-0D8F-4695-82B2-C312D801264E},2011-NVCCD-000640,3.39163721037039E-05,0.0283393896903226
166984,USCANOD,USCANOD,USCANOD,3526,GA3D,Depot,2011,8/17/2011 12:00:00 AM,NO,8/18/2011 12:00:00 AM,NO,Human,GPS-Walked,19.9,19.86028346,,,,CAN01000,CA,f0c95210-e1c4-46cb-8135-e44cf6d74dfa,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{8495CD06-366E-447E-ACEE-08779B3A0004},2011-CANOD-003526,8.48402214614907E-06,0.0166231623724232
167015,Unknown,USNVCCD,USCANOD,3539,G6A3,Ccd 2  Constantia,2012,8/15/2012 12:00:00 AM,NO,8/15/2012 12:00:00 AM,NO,Natural,GPS-Flight,60,154.87471114,,,,CAN01000,CA,4df54755-a620-42a8-b7b0-463306b30944,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{E685F9C5-E5A2-4A95-AE8E-4FC3B2A9F856},2012-CANOD-003539,6.60183809486625E-05,0.0344883388183583
167060,USNVHTF,USNVHTF,USNVHTF,30251,JTA6,Washington,2015,6/19/2015 12:00:00 AM,NO,8/15/2015 12:00:00 AM,NO,Natural,Infrared Image,17790,17788.78274836,,,Combination national IR and ground GPS,CAC01000,CA,e91c3e04-7ce8-4bfb-b520-401ff97e5bde,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{9C27824A-B447-48B1-8DDF-64C128BA9285},2015-NVHTF-030251,0.00744469000619574,0.985940173029608
167166,USNVHTF,USNVHTF,USCACND,0,U839,Cannon,2002,6/15/2002 12:00:00 AM,NO,7/19/2002 12:00:00 AM,NO,Human,Unknown,23020,25113.76259374,,,Fire perimeter obtained from MTBS - S. Levitt 5/6/2016,CAC01000,CA,aaf41761-0c36-4821-979a-3e7787cb1631,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{16C0E366-5507-4CDC-AD92-A91AB0DD041B},2002-CACND-000000,0.0104902476882671,1.29570555291008
167169,USCANOD,USCANOD,USCANOD,3490,G5Z8,Rush,2012,8/12/2012 12:00:00 AM,NO,10/22/2012 12:00:00 AM,NO,Natural,Unknown,315578.8,307082.99534408,,,Fire perimeter obtained from MTBS - S. Levitt 5/6/2016,CAN01000,CA,c4b34696-7255-4a27-8243-e561f9267deb,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{3C1B208B-912C-4EDA-B19B-08DCBE80217E},2012-CANOD-003490,0.132133430786325,4.56774388926601
167176,USNVHTF,USNVHTF,USNVCCD,2899,DPY1,Balls Canyon,2007,7/10/2007 12:00:00 AM,NO,12/31/2007 12:00:00 AM,YES,Natural,Unknown,4368,4555.43354706,,,Fire perimeter obtained from MTBS - S. Levitt 5/6/2016,CAN01000,CA,3922d6eb-3fe6-41bd-ba3b-6aa58d49945c,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{615675BC-4013-48C8-BBF1-35364725B8D4},2007-NVCCD-002899,0.00193380645487196,0.280264318954245
167341,USCANOD,USNVCCD,USCANOD,0,D278,Turtle,1984,7/5/1984 12:00:00 AM,NO,7/7/1984 12:00:00 AM,NO,Natural,Unknown,3160,3982.0737514,,,Fire perimeter obtained from MTBS - S. Levitt 5/9/2016,CAN01000,CA,1f35db7f-0e70-44a6-9a9b-4cbd5104467f,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{FDA9AC81-9D8D-4CD1-98F1-542FC448FEAE},1984-CANOD-000000,0.00170000613479715,0.209141477695634
167463,USCADOY,USNVCCD,USCANOD,30184,K1J7,River,2017,6/4/2017 7:25:29 PM,NO,6/5/2017 3:00:00 PM,NO,Human,GPS-Walked,71.29636152,71.29636152,,4898D337-C66A-4A24-991E-80C3D96571FC,,NVC00000,CA,7021daae-fc7b-4a33-add7-6abfa4c1e2bd,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{0DFC98BC-76D3-451C-8D5C-ED2CCF5706C4},2017-CANOD-030184,3.04212881019339E-05,0.0387563219035058
167506,USNVHTF,USNVHTF,USNVHTF,30363,K45Z,Farad,2017,7/10/2017 1:02:00 PM,NO,7/17/2017 4:19:00 PM,NO,Human,Infrared Image,750.84553023,750.84553125,,E68BB3BE-11A9-4859-92BF-DE2076B83ACC,,NVC00000,CA,b168060a-35e9-4264-84b9-d4c1a84241fd,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{32260B33-4050-49F0-B2C7-5A8287C4609F},2017-NVHTF-030363,0.000317682984132261,0.0710254430606886
167517,USCANOD,USCANOD,USCANOD,30366,K496,Long Valley,2017,7/11/2017 1:30:00 PM,NO,8/31/2017 6:00:00 PM,NO,Human,Infrared Image,83653.13372863,83653.1336674,,68535303-069F-40FD-980F-FB66F9C87B4F,,NVC00000,CA,75076289-fe43-4b6f-9a32-de818de3a660,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{BB29974E-725A-4E04-BB97-72D27FB3CD51},2017-CANOD-030366,0.0356838744137349,1.91837299531988
167604,USCANOD,USCANOD,USCANOD,30731,LC2T,Dry valley,2017,9/13/2017 5:15:00 PM,NO,9/14/2017 5:16:00 PM,NO,Natural,GPS-Walked,51.27977332,51.27977431,,D2A2044C-98F7-473D-BAA4-695A386F8EC6,,NVC00000,CA,7ebd92b3-e633-4bce-847b-0620a3b15d9f,9/9/9999 12:00:00 AM,UNK,9/9/9999 12:00:00 AM,UNK,,,,,{C51E0A35-CC14-4BCA-9740-86439F3CD835},2017-CANOD-030731,2.18626555579249E-05,0.0334301056567438
178553,USCAKNF,,USCAKNF,403,EK2J,Hello,2012,8/6/2012 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Natural,Infrared Image,970,977.02107779,Fort,,,CA000000,CA,5f02f437-898b-4031-8da4-d4d2b9998906,9/9/9999 12:00:00 AM,UNK,1/26/2018 12:00:00 AM,BHANEY,,,,,{DB177964-0B3D-463D-9FEC-CE90BABD55A3},2012-CAKNF-000403,0.000429398322012275,0.0952215519035533
178556,USCAKNF,,USCAKNF,402,XXXX,Fruit,2012,8/6/2012 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Natural,Infrared Image,3,2.92034741,Fort,,,CA000000,CA,378fd91f-9389-45f7-88ed-480dcd00f1e3,9/9/9999 12:00:00 AM,UNK,1/26/2018 12:00:00 AM,BHANEY,,,,,{95C74AAD-D473-4FA6-A876-88E0C266F9FE},2012-CAKNF-000402,1.28351075545652E-06,0.00534834829922503
178617,USORFWF,,USORFWF,120680,EK2B,Barry Point,2012,8/6/2012 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Natural,Infrared Image,0,1.7230229,,,,CAN01000,CA,2daac513-2846-45a4-af43-0ff15725d519,9/9/9999 12:00:00 AM,UNK,1/11/2018 12:00:00 AM,PWHITMAN,,,,,{A8AAC3AB-596A-4010-B4C1-09AA5FD06170},2012-ORFWF-120680,7.56695499148918E-07,0.00399929673626597
178672,USCAKNF,,USCAKNF,5533,G5F7,Goff,2012,8/5/2012 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Natural,Unknown,22283,22266.85591754,Fort  Complex,,,CA000000,CA,075d6de8-9990-4efb-81a1-684b17356587,9/9/9999 12:00:00 AM,UNK,1/26/2018 12:00:00 AM,BHANEY,,,,,{F630D417-8AD5-4C07-B0B1-5957CED45653},2012-CAKNF-005533,0.00977617513353835,1.31164699175439
178722,USUNK,,USUNK,0,NOWN,Coleman,2010,8/7/2010 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Unknown,Digitized-Other,0,273.28336276,,,,CAN01000,CA,86d3a341-1266-44d4-b9f3-22a568dea969,1/11/2018 12:00:00 AM,PWHITMAN,9/9/9999 12:00:00 AM,UNK,,,,,{214E772A-2889-467A-97C4-F1289F269A52},2010-UNK-000000,0.000120153455554828,0.088991058165556
178740,USCAKNF,,USCAKNF,5659,G45F,Lick,2012,8/6/2012 12:00:00 AM,NO,9/9/9999 12:00:00 AM,YES,Natural,Unknown,402,402.63732747,Fort,,,CA000000,CA,fc4ece6a-c115-478e-b916-2279005c6557,1/26/2018 12:00:00 AM,BHANEY,9/9/9999 12:00:00 AM,UNK,,,,,{53C3E5CF-03DA-4732-90BB-E411D70DDEF2},2012-CAKNF-005659,0.000177008745140483,0.0616456079145764
178862,USCAPRI,USCANOD,USCANOD,4981,K95N,W-2 Likely,2017,8/22/2017 12:00:00 AM,NO,8/23/2017 12:00:00 AM,NO,Natural,GPS-Walked,10.3,10.32938481,,,,CAN02000,CA,3c01862a-729d-4410-8941-b870acfb1335,1/29/2018 10:19:17 AM,jnewman,2/14/2018 9:46:01 AM,swiberg,,,,,{E38D5C11-2A8B-4194-A3C4-59B3A80CB181},2017-CANOD-004981,4.48678520115209E-06,0.0121548090699585
178867,USCAPRI,USCACDD,USCACDD,7342,K0PR,Canyon,2017,5/14/2017 12:00:00 AM,NO,5/14/2017 12:00:00 AM,NO,Human,GPS-Walked,17,15.12453728,,,,CAD06000,CA,5526d87b-67b1-45a7-9d3b-bf40d42d2cb1,1/29/2018 10:19:18 AM,jnewman,2/14/2018 9:41:31 AM,swiberg,,,,,{6B2194EE-6CDC-45F6-ABB4-2FFF5E6B62E0},2017-CACDD-007342,5.96448785472603E-06,0.0101163060227018
178871,USCACDD,USCACDD,USCACDD,10789,K5GX,Irwin,2017,7/13/2017 12:00:00 AM,NO,7/13/2017 12:00:00 AM,NO,Undetermined,GPS-Walked,10.4,10.4107737,,,,CAD08000,CA,a8eab4bc-a121-4865-8c07-9daee2be4cdd,1/29/2018 10:19:18 AM,jnewman,2/14/2018 9:43:50 AM,swiberg,,,,,{E81D64F1-879B-42FC-9CF7-031B33636AB3},2017-CACDD-010789,4.15921272178821E-06,0.0106187224394601
178877,USCACDD,USCARRU,USCACDD,8401,GWG8,Steele,2012,6/2/2012 12:00:00 AM,NO,6/3/2012 12:00:00 AM,NO,Human,GPS-Walked,17.3,17.39629978,<Null>,{36BDCCD7-8657-4E14-B2CB-6D790682D8E1}, ,CAD06000,CA,10a2b4c2-5699-4d6c-8804-5d71f2319f04,2/12/2018 11:56:03 AM,jnewman,2/26/2018 10:40:51 AM,swiberg,,,,,{E8A602AF-6AA4-4EB6-866A-88A72C7836BB},2012-CACDD-008401,6.8509298216668E-06,0.013326733825782
178887,USCANOD,USCANOD,USCANOD,3806,J0SD,Dodge,2015,8/3/2015 12:00:00 AM,NO,8/17/2015 12:00:00 AM,NO,Human,GPS-Flight,10570,10517.47537705, , , ,CAN05000,CA,08da58eb-1d77-4afd-88f7-a7d72f733ce5,2/7/2018 11:51:30 AM,jnewman,2/6/2018 8:26:49 PM,JNEWMAN,,,,,{1C021F26-DF4F-47F0-BEFC-477B077B9ACF},2015-CANOD-003806,0.00455214066369081,0.709695244956878
